MarketingNeighborhoodParcelId,ParcelNumber,CountyId,NoticeValue,FinalValue,Neighborhood,AverageReductionPercent,ParcelAddress,PotentialReduction,PotentialSavings,HashCode,CalculationValue,TaxRate,ParcelCity,ParcelState,ParcelZip,StreetNumber,StreetName,StreetPrefix,StreetSuffix,CreatedBy,CreatedDate,UpdatedBy,UpdatedDate,RowversionTime
373,218892,227,686628,686628,D7009,0.0541,2021 NORTHRIDGE DR,37000,740,B91AA18A0,49688484000,2,Austin,TX,78723,2021,NORTHRIDGE,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE63656B
374,218923,227,639461,639461,D7009,0.0541,2022 NORTHRIDGE DR,34000,680,B921578E8,49695521000,2,Austin,TX,78723,2022,NORTHRIDGE,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE63656C
375,218925,227,628910,628910,D7009,0.0541,2018 NORTHRIDGE DR,34000,680,B921C6658,49695975000,2,Austin,TX,78723,2018,NORTHRIDGE,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE63656D
376,218954,227,624768,624768,D7009,0.0541,2312 ROGGE LN,33000,660,B9280D930,49702558000,2,Austin,TX,78723,2312,ROGGE,,LN,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE63656E
377,218969,227,845332,845332,D7009,0.0541,2010 OAKLEAF CIR,45000,900,B92B4CDF8,49705963000,2,Austin,TX,78723,2010,OAKLEAF,,CIR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE63656F
378,218972,227,650585,650585,D7009,0.0541,2004 OAKLEAF CIR,35000,700,B92BF3220,49706644000,2,Austin,TX,78723,2004,OAKLEAF,,CIR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636570
379,218976,227,648979,648979,D7009,0.0541,2007 ROGGE LN,35000,700,B92CD0D00,49707552000,2,Austin,TX,78723,2007,ROGGE,,LN,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636571
380,219019,227,662653,662653,D7009,0.0541,5810 NORTH HAMPTON DR,35000,700,B9361FDE8,49717313000,2,Austin,TX,78723,5810,NORTH HAMPTON,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636572
381,219025,227,637371,637371,D7009,0.0541,5706 NORTH HAMPTON DR,34000,680,B9376C638,49718675000,2,Austin,TX,78723,5706,NORTH HAMPTON,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636573
382,220455,227,609578,609578,D7009,0.0541,5305 HALWILL PL,32000,640,BA6CFEE08,50043285000,2,Austin,TX,78723,5305,HALWILL,,PL,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636574
383,220494,227,707061,707061,D7009,0.0541,1305 SUFFOLK DR,38000,760,BA7570410,50052138000,2,Austin,TX,78723,1305,SUFFOLK,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636575
384,220517,227,642595,642595,D7009,0.0541,1215 CLOVERLEAF DR,34000,680,BA7A6AE98,50057359000,2,Austin,TX,78723,1215,CLOVERLEAF,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636576
385,220546,227,638759,638759,D7009,0.0541,1203 RIDGEMONT DR,34000,680,BA80B2170,50063942000,2,Austin,TX,78723,1203,RIDGEMONT,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636577
386,220614,227,661087,661087,D7009,0.0541,1303 BROADMOOR DR,35000,700,BA8F6AA50,50079378000,2,Austin,TX,78723,1303,BROADMOOR,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636578
387,220643,227,833793,833793,D7009,0.0541,1317 WESTMOOR DR,45000,900,BA95B1D28,50085961000,2,Austin,TX,78723,1317,WESTMOOR,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636579
388,220709,227,793266,793266,D7009,0.0541,1705 LARKWOOD CT,42000,840,BAA3FB898,50100943000,2,Austin,TX,78723,1705,LARKWOOD,,CT,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE63657A
389,220726,227,677861,677861,D7009,0.0541,1908 NORTHRIDGE DR,36000,720,BAA7A9AD0,50104802000,2,Austin,TX,78723,1908,NORTHRIDGE,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE63657B
390,220730,227,709851,709851,D7009,0.0541,1900 NORTHRIDGE DR,38000,760,BAA8875B0,50105710000,2,Austin,TX,78723,1900,NORTHRIDGE,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE63657C
391,220736,227,724392,724392,D7009,0.0541,1704 NORTHRIDGE DR,39000,780,BAA9D3E00,50107072000,2,Austin,TX,78723,1704,NORTHRIDGE,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE63657D
392,220750,227,759995,759995,D7009,0.0541,1907 NORTHRIDGE DR,41000,820,BAACDBC10,50110250000,2,Austin,TX,78723,1907,NORTHRIDGE,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE63657E
393,220752,227,654612,654612,D7009,0.0541,1911 NORTHRIDGE DR,35000,700,BAAD4A980,50110704000,2,Austin,TX,78723,1911,NORTHRIDGE,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE63657F
394,220765,227,675521,675521,D7009,0.0541,5513 MAPLELEAF DR,36000,720,BAB01B0D8,50113655000,2,Austin,TX,78723,5513,MAPLELEAF,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636580
395,222004,227,784845,784845,D7009,0.0541,1300 RIDGEMONT DR,42000,840,BBBC54560,50394908000,2,Austin,TX,78723,1300,RIDGEMONT,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636581
396,222029,227,619491,619491,D7009,0.0541,1206 LARKWOOD DR,33000,660,BBC1BDD58,50400583000,2,Austin,TX,78723,1206,LARKWOOD,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636582
397,222037,227,747002,747002,D7009,0.0541,1311 NORTHRIDGE DR,40000,800,BBC379318,50402399000,2,Austin,TX,78723,1311,NORTHRIDGE,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636583
398,222042,227,726579,726579,D7009,0.0541,1302 RIDGEHAVEN DR,39000,780,BBC48E4B0,50403534000,2,Austin,TX,78723,1302,RIDGEHAVEN,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636584
399,222060,227,676798,676798,D7009,0.0541,1315 YORKSHIRE DR,36000,720,BBC873DA0,50407620000,2,Austin,TX,78723,1315,YORKSHIRE,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636585
400,222111,227,825710,825710,D7009,0.0541,1310 BRIARCLIFF BLVD,44000,880,BBD37E448,50419197000,2,Austin,TX,78723,1310,BRIARCLIFF,,BLVD,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636586
401,222125,227,714529,714529,D7009,0.0541,1404 RIDGEMONT DR,38000,760,BBD686258,50422375000,2,Austin,TX,78723,1404,RIDGEMONT,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636587
402,222140,227,650192,650192,D7009,0.0541,1406 RIDGEHAVEN DR,35000,700,BBD9C5720,50425780000,2,Austin,TX,78723,1406,RIDGEHAVEN,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636588
403,222147,227,611718,611718,D7009,0.0541,1407 YORKSHIRE DR,33000,660,BBDB49628,50427369000,2,Austin,TX,78723,1407,YORKSHIRE,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636589
404,222168,227,624185,624185,D7009,0.0541,1400 YORKSHIRE DR,33000,660,BBDFD5340,50432136000,2,Austin,TX,78723,1400,YORKSHIRE,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE63658A
405,222178,227,604016,604016,D7009,0.0541,1404 NORTHRIDGE DR,32000,640,BBE1FF670,50434406000,2,Austin,TX,78723,1404,NORTHRIDGE,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE63658B
406,222188,227,618788,618788,D7009,0.0541,1423 LARKWOOD DR,33000,660,BBE4299A0,50436676000,2,Austin,TX,78723,1423,LARKWOOD,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE63658C
407,222214,227,745931,745931,D7009,0.0541,1408 LARKWOOD DR,40000,800,BBE9CA850,50442578000,2,Austin,TX,78723,1408,LARKWOOD,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE63658D
408,222216,227,755477,755477,D7009,0.0541,1411 NORTHRIDGE DR,40000,800,BBEA395C0,50443032000,2,Austin,TX,78723,1411,NORTHRIDGE,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE63658E
409,222286,227,671897,671897,D7009,0.0541,1604 RIDGEMONT DR,36000,720,BBF960C10,50458922000,2,Austin,TX,78723,1604,RIDGEMONT,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE63658F
410,222288,227,677394,677394,D7009,0.0541,1600 RIDGEMONT DR,36000,720,BBF9CF980,50459376000,2,Austin,TX,78723,1600,RIDGEMONT,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636590
411,222290,227,760898,760898,D7009,0.0541,1510 RIDGEMONT DR,41000,820,BBFA3E6F0,50459830000,2,Austin,TX,78723,1510,RIDGEMONT,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636591
412,222294,227,665030,665030,D7009,0.0541,1502 RIDGEMONT DR,35000,700,BBFB1C1D0,50460738000,2,Austin,TX,78723,1502,RIDGEMONT,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636592
413,222300,227,629678,629678,D7009,0.0541,1509 RIDGEHAVEN DR,34000,680,BBFC68A20,50462100000,2,Austin,TX,78723,1509,RIDGEHAVEN,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636593
414,222604,227,735632,735632,D7009,0.0541,6100 THAMES DR,39000,780,BC3E384A0,50531108000,2,Austin,TX,78723,6100,THAMES,,DR,1000,2024-12-19 13:12:31,1000,2024-12-19 13:12:31,0x00000002CE636594
415,223371,227,653623,653623,D7009,0.0541,1608 CHATHAM AVE,35000,700,BCE4435E8,50705217000,2,Austin,TX,78723,1608,CHATHAM,,AVE,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636595
416,225572,227,684789,684789,D7009,0.0541,6017 BELFAST DR,37000,740,BEC0BE9E0,51204844000,2,Austin,TX,78723,6017,BELFAST,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636596
417,225604,227,638708,638708,D7009,0.0541,1405 GLENWOOD DR,34000,680,BEC7AC0E0,51212108000,2,Austin,TX,78723,1405,GLENWOOD,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636597
418,225606,227,648599,648599,D7009,0.0541,6204 BELFAST DR,35000,700,BEC81AE50,51212562000,2,Austin,TX,78723,6204,BELFAST,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636598
419,225617,227,604919,604919,D7009,0.0541,1302 GLENCREST DR,32000,640,BECA7C838,51215059000,2,Austin,TX,78723,1302,GLENCREST,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE636599
420,225622,227,613825,613825,D7009,0.0541,1307 GLENCREST DR,33000,660,BECB919D0,51216194000,2,Austin,TX,78723,1307,GLENCREST,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63659A
421,225632,227,652675,652675,D7009,0.0541,6102 BELFAST DR,35000,700,BECDBBD00,51218464000,2,Austin,TX,78723,6102,BELFAST,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63659B
422,225655,227,604993,604993,D7009,0.0541,1405 HILLCREST DR,32000,640,BED2B6788,51223685000,2,Austin,TX,78723,1405,HILLCREST,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63659C
423,225657,227,605945,604900,D7009,0.0541,1409 HILLCREST DR,32000,640,BED3254F8,51224139000,2,Austin,TX,78723,1409,HILLCREST,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63659D
424,225753,227,672138,672138,D7009,0.0541,1607 ASHBERRY DR,36000,720,BEE7ED9F8,51245931000,2,Austin,TX,78723,1607,ASHBERRY,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63659E
425,225780,227,624218,624218,D7009,0.0541,1504 ASHBERRY DR,33000,660,BEEDC5F60,51252060000,2,Austin,TX,78723,1504,ASHBERRY,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE63659F
426,229286,227,616065,616065,D8002,0.0686,1704 SHELBOURNE DR,42000,840,C1E4C4350,52047922000,2,Austin,TX,78752,1704,SHELBOURNE,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365A0
427,229361,227,684770,684770,D8002,0.0686,7409 BROOKHOLLOW DR,46000,920,C1F500B38,52064947000,2,Austin,TX,78752,7409,BROOKHOLLOW,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365A1
428,230616,227,608188,608188,D8002,0.0686,7400 SEVILLA DR,41000,820,C304B0B40,52349832000,2,Austin,TX,78752,7400,SEVILLA,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365A2
429,230626,227,714703,714703,D8002,0.0686,7405 BERKMAN DR,49000,980,C306DAE70,52352102000,2,Austin,TX,78752,7405,BERKMAN,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365A3
430,230659,227,617213,617213,D8002,0.0686,7505 BARCELONA DR,42000,840,C30DFFC28,52359593000,2,Austin,TX,78752,7505,BARCELONA,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365A4
431,230677,227,649130,649130,D8002,0.0686,7601 GLENHILL CV,44000,880,C311E5518,52363679000,2,Austin,TX,78752,7601,GLENHILL,,CV,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365A5
432,230681,227,634950,634950,D8002,0.0686,7606 GLENHILL CV,43000,860,C312C2FF8,52364587000,2,Austin,TX,78752,7606,GLENHILL,,CV,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365A6
433,230682,227,1016978,1016978,D8002,0.0686,7604 GLENHILL CV,69000,1380,C312FA6B0,52364814000,2,Austin,TX,78752,7604,GLENHILL,,CV,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365A7
434,230684,227,685588,685588,D8002,0.0686,7600 GLENHILL CV,47000,940,C31369420,52365268000,2,Austin,TX,78752,7600,GLENHILL,,CV,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365A8
435,230730,227,720523,720523,D8002,0.0686,1709 PEBBLE BROOK DR,49000,980,C31D5E930,52375710000,2,Austin,TX,78752,1709,PEBBLE BROOK,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365A9
436,230732,227,663855,663855,D8002,0.0686,1713 PEBBLE BROOK DR,45000,900,C31DCD6A0,52376164000,2,Austin,TX,78752,1713,PEBBLE BROOK,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365AA
437,229044,227,636546,636546,D8005,0.0651,7208 BLESSING AVE,41000,820,C1B060960,51992988000,2,Austin,TX,78752,7208,BLESSING,,AVE,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365AB
438,230342,227,695905,695905,D8005,0.0651,6913 BENNETT AVE,45000,900,C2C95FA50,52287634000,2,Austin,TX,78752,6913,BENNETT,,AVE,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365AC
439,223753,227,625389,625389,D9000,0.0561,2305 VANDERBILT CIR,35000,700,BD36F5C78,50791931000,2,Austin,TX,78723,2305,VANDERBILT,,CIR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365AD
440,223789,227,616113,616113,D9000,0.0561,6508 BRADLEY DR,34000,680,BD3EC0E58,50800103000,2,Austin,TX,78723,6508,BRADLEY,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365AE
441,219088,227,639307,639307,D9005,0.0712,6314 WALNUT HILLS DR,45000,900,B9450FD80,49732976000,2,Austin,TX,78723,6314,WALNUT HILLS,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365AF
442,226829,227,632661,632661,D9005,0.0712,7404 GENEVA DR,45000,900,BFD0DD758,51490183000,2,Austin,TX,78723,7404,GENEVA,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365B0
443,852232,227,610777,610777,D9005,0.0712,7111 E U S HY 290,43000,860,2D0AEA6DC0,193456664000,2,Austin,TX,78723,7111,U S HY 290,E,,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365B1
444,219073,227,647668,647668,D9009,0.0558,6200 WALNUT HILLS DR,36000,720,B941D08B8,49729571000,2,Austin,TX,78723,6200,WALNUT HILLS,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365B2
445,219123,227,640681,640681,D9009,0.0558,6203 BREEZE WAY,35000,700,B94CA38A8,49740921000,2,Austin,TX,78723,6203,BREEZE,,WAY,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365B3
446,219147,227,716660,716660,D9009,0.0558,6406 BETTY COOK DR,39000,780,B951D59E8,49746369000,2,Austin,TX,78723,6406,BETTY COOK,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365B4
447,219154,227,655631,655631,D9009,0.0558,6303 BETTY COOK DR,36000,720,B953598F0,49747958000,2,Austin,TX,78723,6303,BETTY COOK,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365B5
448,219158,227,620894,620894,D9009,0.0558,3007 NORTHEAST DR,34000,680,B954373D0,49748866000,2,Austin,TX,78723,3007,NORTHEAST,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365B6
449,219177,227,676734,676734,D9009,0.0558,3111 NORTHEAST DR,37000,740,B95854378,49753179000,2,Austin,TX,78723,3111,NORTHEAST,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365B7
450,219336,227,643821,643821,D9009,0.0558,3401 CAROL ANN DR,35000,700,B97ABFFC0,49789272000,2,Austin,TX,78723,3401,CAROL ANN,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365B8
451,219391,227,698773,698773,D9009,0.0558,3205 LOYOLA LN,38000,760,B986A8148,49801757000,2,Austin,TX,78723,3205,LOYOLA,,LN,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365B9
452,219406,227,603395,603395,D9009,0.0558,3402 LAKESIDE DR,33000,660,B989E7610,49805162000,2,Austin,TX,78723,3402,LAKESIDE,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365BA
453,219407,227,805382,805382,D9009,0.0558,3400 LAKESIDE DR,44000,880,B98A1ECC8,49805389000,2,Austin,TX,78723,3400,LAKESIDE,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365BB
454,222491,227,683089,683089,D9009,0.0558,6308 DORCHESTER DR,38000,760,BC25C1D68,50505457000,2,Austin,TX,78723,6308,DORCHESTER,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365BC
455,222614,227,670908,670908,D9009,0.0558,6507 AUBURNDALE ST,37000,740,BC40627D0,50533378000,2,Austin,TX,78723,6507,AUBURNDALE,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365BD
456,222621,227,729245,729245,D9009,0.0558,6613 AUBURNDALE ST,40000,800,BC41E66D8,50534967000,2,Austin,TX,78723,6613,AUBURNDALE,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365BE
457,222636,227,605453,605453,D9009,0.0558,3006 LAKESIDE DR,33000,660,BC4525BA0,50538372000,2,Austin,TX,78723,3006,LAKESIDE,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365BF
458,222651,227,781909,781909,D9009,0.0558,6504 BETTY COOK DR,43000,860,BC4865068,50541777000,2,Austin,TX,78723,6504,BETTY COOK,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365C0
459,222658,227,667342,667342,D9009,0.0558,3004 NORTHEAST DR,37000,740,BC49E8F70,50543366000,2,Austin,TX,78723,3004,NORTHEAST,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365C1
460,222723,227,619035,619035,D9009,0.0558,6808 TULANE DR,34000,680,BC57FB428,50558121000,2,Austin,TX,78723,6808,TULANE,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365C2
461,222752,227,657585,657585,D9009,0.0558,6806 W KINGS POINT,36000,720,BC5E42700,50564704000,2,Austin,TX,78723,6806,KINGS POINT,W,,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365C3
462,222784,227,635808,635808,D9009,0.0558,6703 W KINGS POINT,35000,700,BC652FE00,50571968000,2,Austin,TX,78723,6703,KINGS POINT,W,,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365C4
463,223379,227,818007,818007,D9009,0.0558,1711 PATTON LN,45000,900,BCE5FEBA8,50707033000,2,Austin,TX,78723,1711,PATTON,,LN,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365C5
464,223415,227,668974,668974,D9009,0.0558,6404 LINDA LN,37000,740,BCEDC9D88,50715205000,2,Austin,TX,78723,6404,LINDA,,LN,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365C6
465,223476,227,640735,640735,D9009,0.0558,6301 PEGGY ST,35000,700,BCFAFE760,50729052000,2,Austin,TX,78723,6301,PEGGY,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365C7
466,223479,227,628472,628472,D9009,0.0558,6307 PEGGY ST,35000,700,BCFBA4B88,50729733000,2,Austin,TX,78723,6307,PEGGY,,ST,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365C8
467,223497,227,636608,636608,D9009,0.0558,6303 HICKMAN AVE,35000,700,BCFF8A478,50733819000,2,Austin,TX,78723,6303,HICKMAN,,AVE,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365C9
468,223645,227,725592,725592,D9009,0.0558,6900 DUQUESNE DR,40000,800,BD1F946D8,50767415000,2,Austin,TX,78723,6900,DUQUESNE,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365CA
469,223651,227,631355,631355,D9009,0.0558,6704 DUQUESNE DR,35000,700,BD20E0F28,50768777000,2,Austin,TX,78723,6704,DUQUESNE,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365CB
470,223724,227,723440,723440,D9009,0.0558,6601 COLUMBIA DR,40000,800,BD30AE9A0,50785348000,2,Austin,TX,78723,6601,COLUMBIA,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365CC
471,223749,227,638213,638213,D9009,0.0558,2300 LOYOLA LN,35000,700,BD3618198,50791023000,2,Austin,TX,78723,2300,LOYOLA,,LN,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365CD
472,223768,227,705213,705213,D9009,0.0558,6605 BRADLEY DR,39000,780,BD3A35140,50795336000,2,Austin,TX,78723,6605,BRADLEY,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365CE
473,223772,227,619364,619364,D9009,0.0558,6602 WILLAMETTE DR,34000,680,BD3B12C20,50796244000,2,Austin,TX,78723,6602,WILLAMETTE,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365CF
474,223783,227,814147,814147,D9009,0.0558,6604 BRADLEY DR,45000,900,BD3D74608,50798741000,2,Austin,TX,78723,6604,BRADLEY,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365D0
475,223791,227,674331,674331,D9009,0.0558,2401 LEHIGH DR,37000,740,BD3F2FBC8,50800557000,2,Austin,TX,78723,2401,LEHIGH,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365D1
476,223815,227,748729,748729,D9009,0.0558,6807 MILLIKIN CV,41000,820,BD4461D08,50806005000,2,Austin,TX,78723,6807,MILLIKIN,,CV,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365D2
477,223816,227,617978,617978,D9009,0.0558,6809 MILLIKIN CV,34000,680,BD44993C0,50806232000,2,Austin,TX,78723,6809,MILLIKIN,,CV,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365D3
478,223820,227,655413,655413,D9009,0.0558,6802 WILLAMETTE DR,36000,720,BD4576EA0,50807140000,2,Austin,TX,78723,6802,WILLAMETTE,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365D4
479,223827,227,691232,690302,D9009,0.0558,6601 WILLAMETTE DR,38000,760,BD46FADA8,50808729000,2,Austin,TX,78723,6601,WILLAMETTE,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365D5
480,223863,227,612655,612655,D9009,0.0558,2403 LOYOLA LN,34000,680,BD4EC5F88,50816901000,2,Austin,TX,78723,2403,LOYOLA,,LN,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365D6
481,223885,227,666656,666656,D9009,0.0558,2508 LEHIGH DR,37000,740,BD5389358,50821895000,2,Austin,TX,78723,2508,LEHIGH,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365D7
482,223889,227,681108,681108,D9009,0.0558,6801 ROANOKE DR,38000,760,BD5466E38,50822803000,2,Austin,TX,78723,6801,ROANOKE,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365D8
483,224036,227,665639,665639,D9009,0.0558,6807 LANGSTON DR,37000,740,BD74399E0,50856172000,2,Austin,TX,78723,6807,LANGSTON,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365D9
484,224041,227,671697,671697,D9009,0.0558,6901 LANGSTON DR,37000,740,BD754EB78,50857307000,2,Austin,TX,78723,6901,LANGSTON,,DR,1000,2024-12-19 13:12:32,1000,2024-12-19 13:12:32,0x00000002CE6365DA
